,Test Name,Test Start Time,Num of replans,Robot ID,Successful Misions,Mission1 Duration,Mission2 Duration,Mission3 Duration,Mission1 Start Time,Mission1 End Time,Mission2 Start Time,Mission2 End Time,Mission3 Start Time,Mission3 End Time
42,BRSU_Floor0,17-07-2019 12:34:35,0.0,2,3,44.495,13.108,15.464,17-07-2019 12:37:12,17-07-2019 12:37:57,17-07-2019 12:37:57,17-07-2019 12:38:10,17-07-2019 12:38:10,17-07-2019 12:38:26
43,BRSU_Floor0,17-07-2019 12:34:35,0.0,3,3,20.423,13.512,11.39,17-07-2019 12:37:12,17-07-2019 12:37:33,17-07-2019 12:37:33,17-07-2019 12:37:46,17-07-2019 12:37:46,17-07-2019 12:37:58
44,BRSU_Floor0,17-07-2019 12:34:35,0.0,4,3,37.212,14.709,11.698,17-07-2019 12:37:12,17-07-2019 12:37:49,17-07-2019 12:37:49,17-07-2019 12:38:04,17-07-2019 12:38:04,17-07-2019 12:38:16
45,BRSU_Floor0,17-07-2019 12:34:35,0.0,5,3,31.151,8.385,12.809,17-07-2019 12:37:12,17-07-2019 12:37:43,17-07-2019 12:37:43,17-07-2019 12:37:51,17-07-2019 12:37:51,17-07-2019 12:38:04
46,BRSU_Floor0,17-07-2019 12:39:16,0.0,1,3,44.8,10.168,17.875,17-07-2019 12:41:52,17-07-2019 12:42:37,17-07-2019 12:42:37,17-07-2019 12:42:47,17-07-2019 12:42:47,17-07-2019 12:43:05
47,BRSU_Floor0,17-07-2019 12:39:16,0.0,2,3,40.93,13.098,15.669,17-07-2019 12:41:53,17-07-2019 12:42:34,17-07-2019 12:42:34,17-07-2019 12:42:47,17-07-2019 12:42:47,17-07-2019 12:43:03
48,BRSU_Floor0,17-07-2019 12:39:16,0.0,3,3,29.291,13.14,14.863,17-07-2019 12:41:53,17-07-2019 12:42:22,17-07-2019 12:42:22,17-07-2019 12:42:36,17-07-2019 12:42:36,17-07-2019 12:42:50
49,BRSU_Floor0,17-07-2019 12:39:16,0.0,4,3,41.209,13.125,11.589,17-07-2019 12:41:53,17-07-2019 12:42:34,17-07-2019 12:42:34,17-07-2019 12:42:47,17-07-2019 12:42:47,17-07-2019 12:42:59
50,BRSU_Floor0,17-07-2019 12:39:16,0.0,5,3,24.577,8.37,13.223,17-07-2019 12:41:53,17-07-2019 12:42:17,17-07-2019 12:42:17,17-07-2019 12:42:26,17-07-2019 12:42:26,17-07-2019 12:42:39
51,BRSU_Floor0,17-07-2019 12:43:57,2.0,1,3,41.246,10.25,19.686,17-07-2019 12:46:33,17-07-2019 12:47:14,17-07-2019 12:47:14,17-07-2019 12:47:25,17-07-2019 12:47:25,17-07-2019 12:47:44
